sex,exercise_group,age,heart_rate
M,moderate intensity,71.92797280575827,69.58189104540848
M,high intensity,72.04642619877961,67.05421085763317
M,control,72.63633095448314,64.81096683436918
M,moderate intensity,73.67663527793022,71.65855012537307
M,high intensity,72.57983100857808,54.483096093874885
M,control,73.71407448087254,74.63822770613561
M,moderate intensity,72.60783950449671,69.02894124365234
M,high intensity,72.18825849505666,67.62429541616416
M,control,71.89828291060613,69.32762199171856
M,moderate intensity,73.28973347095973,73.5548970332133
M,high intensity,72.61409992988516,62.155722143300636
M,control,73.57330669940286,65.32081139015321
M,moderate intensity,72.4007583867596,70.48578366039168
M,high intensity,74.22370576739792,63.82078990724327
M,control,73.14756115528324,77.92658650317544
M,moderate intensity,73.33962338561398,75.34735747832514
M,high intensity,74.02613067431606,57.86088714854483
M,control,71.35467735244887,73.40822897418593
M,moderate intensity,71.84587314673004,69.30016326459697
M,high intensity,72.59095292557684,64.72303478913146
M,control,74.82289795085681,58.37516619972346
M,moderate intensity,71.30640092117329,66.2119681473041
M,high intensity,73.90810461924038,56.55856397821688
M,control,72.78257145965922,58.62849005741955
M,moderate intensity,70.04160993936773,70.29436482917214
M,high intensity,72.14132239330371,55.91209963906573
M,control,72.40351042614394,71.71733738405096
M,moderate intensity,74.13733475306806,69.78165657820047
M,high intensity,73.09322073119111,61.408506601634244
M,control,72.9163439380389,58.59722368869455
M,moderate intensity,72.73737005780903,61.90941300974888
M,high intensity,73.42754466857494,63.0109822505227
M,control,74.05187434346395,65.40053013724115
M,moderate intensity,73.0651439369494,75.1805103593234
M,high intensity,73.41739333948944,58.62787132259972
M,control,73.14764486404373,72.29675517597354
M,moderate intensity,72.80907414876074,65.2288336936241
M,high intensity,74.15578904674082,60.13678474288599
M,control,72.78642047346415,59.47166679269898
M,moderate intensity,72.1509016600636,69.1400448409593
M,high intensity,71.88802392393998,64.243026128914
M,control,73.43347714472017,61.503010187281916
M,moderate intensity,71.46048265769232,58.9175851738443
M,high intensity,73.19021149305533,53.74161037285974
M,control,73.6403872852234,68.15099232213272
M,moderate intensity,71.17646205995348,71.55121224267224
M,high intensity,72.37261879362929,61.087373005053784
M,control,72.95690233578125,63.248955775842305
M,moderate intensity,72.8412938138249,66.64762423630086
M,high intensity,72.22962220730791,62.65735830943089
M,control,73.43560556356935,73.86232146735608
M,moderate intensity,71.94269383608253,67.45902945765823
M,high intensity,72.2916829827346,64.66332017410704
M,control,72.64235080798858,63.9171873114006
M,moderate intensity,73.02529018513535,67.61862652167714
M,high intensity,73.41838206690647,62.30303649459651
M,control,73.72946196569461,60.51364290669728
M,moderate intensity,72.81670347432689,69.0486002863743
M,high intensity,73.18477486620954,56.316207948237825
M,control,72.10975335696926,65.54896208696707
M,moderate intensity,74.35067486930635,60.472280672323556
M,high intensity,73.39631294117393,64.16535540681326
M,control,72.33340063241927,63.278545153261064
M,moderate intensity,73.1667902750354,65.92349149625464
M,high intensity,70.46803953576584,64.8291464683195
M,control,72.8452753522578,65.01686466955447
M,moderate intensity,74.20698422772745,67.47605461304644
M,high intensity,71.9327756206057,55.00409109674924
M,control,73.35818865483316,67.03790560404566
M,moderate intensity,72.59240494561188,70.64514613461671
M,high intensity,73.72814944824586,64.87255657936198
M,control,73.29299878634419,66.66536922526404
M,moderate intensity,73.50806135963603,63.37425325995672
M,high intensity,72.21739876937332,54.81762585901002
M,control,74.05664588712318,57.87660072527294
M,moderate intensity,72.9867838778384,70.04302109529378
M,high intensity,73.47234308672189,74.76251000519811
M,control,71.35006210168216,66.8213792274806
M,moderate intensity,73.12228285041093,70.72883228918711
M,high intensity,73.49444582407808,72.56678742512467
M,control,72.37715706920638,65.75862375330858
M,moderate intensity,73.20330314775086,74.2403856883056
M,high intensity,71.92551460847615,58.90068310104463
M,control,73.19502210998562,55.47907479292559
M,moderate intensity,74.18207453964506,65.61549001794978
M,high intensity,72.20474034499254,62.48738080917067
M,control,73.23004718180151,62.95075388495452
M,moderate intensity,72.13952173015359,75.20173835060244
M,high intensity,71.78786184133068,52.05550754779854
M,control,71.36061052024733,64.9279630545366
M,moderate intensity,72.38142808882552,72.26367746425372
M,high intensity,73.3579551489446,58.93523766948078
M,control,73.72297869798811,53.53443035269906
M,moderate intensity,73.65600180717435,75.59349994888703
M,high intensity,73.2132715279088,57.493621086791535
M,control,73.22755527526317,70.59202262790983
M,moderate intensity,72.45569128279105,70.98732197617691
M,high intensity,72.25339737653513,58.06997050620468
M,control,74.26865758038709,72.14205873639855
M,moderate intensity,73.25367675272159,68.39444716969486
M,high intensity,74.10430725974341,55.342072543402836
M,control,70.93402794277719,69.85092116190711
M,moderate intensity,73.22185114350549,77.12791417721394
M,high intensity,72.38543584778806,55.58440325743739
M,control,71.82234990681782,70.89953600796983
M,moderate intensity,72.05088777582554,81.19158892188756
M,high intensity,73.17663845683548,63.010560944060316
M,control,73.62218457179704,68.1779169892445
M,moderate intensity,72.68125180535908,58.82238896598174
M,high intensity,73.5345190093848,57.9906761897105
M,control,74.79820344192845,70.75155382893087
M,moderate intensity,72.12449951384136,70.67864349021374
M,high intensity,73.51437702744019,54.24571373359501
M,control,72.1623020095234,69.65339951664494
M,moderate intensity,72.42179666468118,69.34138241133468
M,high intensity,72.36164199411239,74.57389880998463
M,control,73.25370728187328,61.625971452319625
M,moderate intensity,73.47430505890952,68.25272228617953
M,high intensity,72.44627048522925,67.64885996003133
M,control,73.14357708291884,64.51288294357148
M,moderate intensity,71.57860547063237,70.44066392755737
M,high intensity,71.8112717179985,60.75730201651819
M,control,72.78861068701079,60.32386692737828
M,moderate intensity,74.0034201628039,64.3027340577684
M,high intensity,73.40080462670612,60.71812238186547
M,control,71.19139387759508,61.9786257293215
M,moderate intensity,71.62969755314244,72.42899913136684
M,high intensity,72.40619861377208,60.66195644074129
M,control,71.73268350363637,56.80693255688926
M,moderate intensity,72.21537218035434,66.73972603726838
M,high intensity,73.0744710704261,60.16981899757841
M,control,72.19801436712567,61.858935122277394
M,moderate intensity,71.97885149612783,68.23910192054872
M,high intensity,73.47695699245999,55.49857640386394
M,control,73.08812504754982,66.93495984337778
M,moderate intensity,72.24604206084206,75.27605808501269
M,high intensity,72.45774636078269,60.33854336210399
M,control,72.18362944488123,75.23120554973492
M,moderate intensity,72.91246780989042,62.18988989216076
M,high intensity,73.1804719983888,56.959190389227636
M,control,73.99784608509947,61.46606483342291
M,moderate intensity,73.73725976021201,70.16283771752786
M,high intensity,73.46477033014409,56.114873664241124
M,control,72.72649873726567,71.12932331408506
M,moderate intensity,73.88321267365153,69.36124122584593
M,high intensity,72.6191861932047,64.92930953783078
M,control,72.30678109821395,58.307637604562075
M,moderate intensity,74.37971757143602,73.98199907550473
M,high intensity,71.12496412075113,65.96961997444814
M,control,71.85171733167931,80.20669005291924
M,moderate intensity,74.06101534737203,76.16466917098387
M,high intensity,73.15874057377913,64.17007663401418
M,control,73.44430105717186,58.78354785986632
M,moderate intensity,72.80039281003333,69.38656051308575
M,high intensity,73.96548443398204,66.28343866873844
M,control,71.13939027520925,66.38791043303482
M,moderate intensity,72.79247517023418,70.00886239606587
M,high intensity,74.07495267319446,60.23541920727223
M,control,74.68022755713966,74.3632127570078
M,moderate intensity,73.24915550070244,73.733862344595
M,high intensity,71.84326246417858,61.163718488459544
F,control,72.7576298198211,71.17704893079008
F,moderate intensity,72.17815056140736,75.89560905892682
F,high intensity,73.12979288950976,66.67369753763705
F,control,70.60276222241102,53.78578173560729
F,moderate intensity,73.39840108436867,70.99318951241908
F,high intensity,74.8411509650612,65.6647357052495
F,control,72.47470362596063,63.36255629415487
F,moderate intensity,71.97262817118076,72.01032855445956
F,high intensity,71.89229649834581,69.35313742681666
F,control,72.18480049380884,62.399726819734596
F,moderate intensity,71.44106828560905,73.26197768193238
F,high intensity,72.79225831534673,59.89281832148665
F,control,73.32847011692559,63.555936394499675
F,moderate intensity,74.59672258889795,64.7858682437486
F,high intensity,73.15126760475923,65.38690557913164
F,control,73.00378736231633,61.62307605520211
F,moderate intensity,74.8861807044792,66.04462785576915
F,high intensity,71.366889838512,67.39122640338138
F,control,71.5989737523004,54.99786651798587
F,moderate intensity,71.42773887876999,70.57243251087564
F,high intensity,73.60180671232403,62.5092955095059
F,control,73.04719461536165,54.466993356120284
F,moderate intensity,72.41082943705467,63.617172993309325
F,high intensity,74.58077373447541,71.51644834176273
F,control,73.00011214289717,61.85526193464509
F,moderate intensity,71.1400115983275,70.6292148260375
F,high intensity,73.71270607017924,65.30918120566773
F,control,72.94418661667525,63.04343489273653
F,moderate intensity,72.77929234738899,64.90187685957866
F,high intensity,72.56876065611623,55.84113688611725
F,control,72.33182439429221,63.47055406129513
F,moderate intensity,73.90331936773326,77.38437194072043
F,high intensity,74.21295880360321,51.356050572033794
F,control,72.83471256872394,56.36473004216579
F,moderate intensity,74.04382668278632,70.81575421191214
F,high intensity,72.42461612910016,53.92815505302688
F,control,72.17027435864271,58.90882513107706
F,moderate intensity,72.77382147418723,64.1931314334402
F,high intensity,73.90186366334036,59.69207660130671
F,control,73.04567034053284,68.93301234496103
F,moderate intensity,72.44420910425426,73.94692292079094
F,high intensity,72.42105965094612,57.72245962873237
F,control,73.35853257480436,73.1901848184855
F,moderate intensity,72.28120375031399,77.87364121311127
F,high intensity,71.81360493664346,60.47285653134878
F,control,73.55264837834586,63.543248272327006
F,moderate intensity,73.2173024073713,67.15509444563692
F,high intensity,75.3215174113733,62.91527637508234
F,control,73.7111581881678,66.1585934182351
F,moderate intensity,72.58013512811576,65.48364287867041
F,high intensity,70.02125761966538,61.06440155517658
F,control,72.96807399024337,65.74274575843631
F,moderate intensity,71.4033813787058,73.45650340006664
F,high intensity,73.42647331208458,63.22328453742417
F,control,72.9309372329383,54.0910219585006
F,moderate intensity,72.78230669797907,72.08799923579402
F,high intensity,71.69371886128714,55.54182494636692
F,control,72.78362804967709,69.20807493584613
F,moderate intensity,72.42993100781754,79.06178488095325
F,high intensity,74.66880690418566,60.40855811802423
F,control,72.36283644110307,63.23010367863203
F,moderate intensity,73.24331881173313,76.65205266401063
F,high intensity,75.43905537265026,75.85243405841933
F,control,72.70713561952059,68.50171328602897
F,moderate intensity,71.78691234503002,76.6828974144716
F,high intensity,73.05808099195478,64.7185923288708
F,control,70.76935954807999,61.36822087905049
F,moderate intensity,70.34260505519322,74.39191862932049
F,high intensity,71.33520612749697,63.84699363308734
F,control,73.35420829130764,58.21607607448961
F,moderate intensity,72.20401154649407,68.02047433707253
F,high intensity,73.21614359159759,64.31202995035389
F,control,71.56364486140856,63.15729491280856
F,moderate intensity,71.8720529358344,78.71083859161327
F,high intensity,74.09277922289108,57.343758704961715
F,control,72.35504392876527,58.08227931300985
F,moderate intensity,72.50704236921528,65.79565270217795
F,high intensity,73.10842832453318,62.585643152425874
F,control,74.06312991916738,52.88930490940254
F,moderate intensity,72.87754767078694,73.82054345582661
F,high intensity,72.0055071257155,62.5567030970586
F,control,72.88518292253016,56.09366437848815
F,moderate intensity,73.39650101209008,68.90334627588891
F,high intensity,73.11864353663469,60.694151010112776
F,control,72.22309724682742,52.65200387155124
F,moderate intensity,73.10966100330712,75.63070383312348
F,high intensity,72.10956497247648,59.646994085900495
F,control,72.485165226399,64.87956664471709
F,moderate intensity,70.6977976780026,73.03263619533287
F,high intensity,71.71823071260279,59.75471542303001
F,control,72.86643409309679,59.35693200441981
F,moderate intensity,73.09565662140301,78.36713211930814
F,high intensity,74.1437317122579,60.611133392461056
F,control,72.62854120597815,70.8897678581896
F,moderate intensity,75.40340987746798,74.02544114755612
F,high intensity,73.43184546498411,68.95694547221913
F,control,71.70582431193709,65.07914931337997
F,moderate intensity,72.32464871088526,67.99117870820379
F,high intensity,71.29742309317506,71.20181564091433
F,control,72.09875450167954,59.885568339908566
F,moderate intensity,74.16698039944613,72.05615141385636
F,high intensity,73.42340446652288,60.872492881091404
F,control,73.87734844429121,59.32364843245595
F,moderate intensity,73.51595381179796,75.59189278963315
F,high intensity,73.49490547358731,53.63286970226126
F,control,73.0185009355815,55.52257490919348
F,moderate intensity,72.33995186926992,67.13016344205504
F,high intensity,71.22907987955192,68.4962035626763
F,control,73.8942658385488,68.34556911952846
F,moderate intensity,73.38400100823854,72.4825849934183
F,high intensity,71.97107908105168,61.293447906366865
F,control,71.7257516567167,65.7373246330357
F,moderate intensity,71.28588044128003,69.73847162486628
F,high intensity,71.664060935804,72.32513365307662
F,control,72.95277553985713,66.50680256339889
F,moderate intensity,73.45376174565874,75.79099643629257
F,high intensity,73.7094779654083,58.12987541036971
F,control,72.57609705350582,64.6635217196034
F,moderate intensity,72.22417829726649,72.44346990145402
F,high intensity,73.71487269974475,60.82038252041762
F,control,72.57429333904426,57.39756213800108
F,moderate intensity,72.34146550447345,69.10982408888626
F,high intensity,72.03777288454035,71.8206128550132
F,control,74.05715568889696,58.859736939337054
F,moderate intensity,74.76382905327795,72.30359675028927
F,high intensity,72.91745806446308,64.89290626350534
F,control,72.75231935579008,51.327916516542025
F,moderate intensity,72.8081102017197,66.37816135920619
F,high intensity,73.1587094517393,64.73210073397196
F,control,72.4940847201151,67.9976555564218
F,moderate intensity,72.26988127454874,75.6346808691364
F,high intensity,72.63643632935917,51.68543739627593
F,control,73.39678963640272,66.0381095867088
F,moderate intensity,72.52724280638859,71.3129558358883
F,high intensity,75.15654454344228,56.63651258480781
F,control,74.04612132250338,64.2957449452999
F,moderate intensity,71.69678388289228,77.59016547120802
F,high intensity,75.16918788781548,65.71027707207608
F,control,72.8285615474426,64.9134873537899
F,moderate intensity,72.56682543926159,69.40383763114112
F,high intensity,72.46547927567747,66.85689129033226
F,control,74.15927215640048,55.5683593478385
F,moderate intensity,71.94155001921088,77.30599496428104
F,high intensity,73.2321827082944,59.68282105512759
F,control,73.51537620963246,68.09722701401097
F,moderate intensity,74.07751709343997,79.90580283024973
F,high intensity,73.29253440622394,71.9737240395889
F,control,72.2679537620317,64.00557240404245
F,moderate intensity,73.02947212344964,64.32405710600122
F,high intensity,71.85254897408083,72.19324288588999
F,control,73.55169121940528,54.07423078276118
F,moderate intensity,72.25922996766758,75.58842622019712
F,high intensity,71.0961803035133,68.37017395075809
F,control,71.70736449852063,65.89312309896667
F,moderate intensity,73.67729232132041,74.57234750172198
F,high intensity,72.3262370494773,58.97364499885044
F,control,72.84684620796618,66.27002361305345
F,moderate intensity,72.90041179921946,78.950740602183
F,high intensity,72.39450496092067,59.844332797293085
F,control,72.28031758967963,60.57417286109843
F,moderate intensity,71.73750656391427,71.4696782737061
F,high intensity,74.01600139290927,65.3986723310006
F,control,73.07266232762854,63.01283079524905
F,moderate intensity,72.14704076086336,66.51366274292499
F,high intensity,70.84184192582408,70.14288557934755
F,control,74.11566818972761,62.3289646295886
F,moderate intensity,73.3061720122742,76.5625800808073
F,high intensity,72.22190847150763,56.121833595182395
F,control,72.32870609904484,58.18048684124268
F,moderate intensity,72.90435583589294,71.58296562161352
F,high intensity,71.55349714647589,61.10933677672696
F,control,74.7403818881462,57.914153700701114
F,moderate intensity,70.1358926108797,85.66668508542955
F,high intensity,73.72632239027567,56.802469230203954
F,control,73.10738877390652,59.39857452159279
F,moderate intensity,70.90929037881257,70.57314343758658
F,high intensity,72.38013003255318,57.74191382088492
F,control,74.57728085054684,58.65064318229759
F,moderate intensity,73.13944457116213,69.99500852855839
F,high intensity,72.92895967951294,62.297193142400815
F,control,73.41097075543102,64.23313139324397
F,moderate intensity,73.97801760780405,67.1326902118914
F,high intensity,74.05912687456512,69.73552816803405
F,control,75.20234430046658,74.00982025306524
F,moderate intensity,71.70931994221189,77.37889723363
F,high intensity,70.85969503993394,59.89180072013966
F,control,72.10235422562818,57.999260890111834
F,moderate intensity,72.65443459645486,75.20666559106972
F,high intensity,73.31071724629548,68.33737735787822
F,control,71.81840986070087,61.42500390177675
F,moderate intensity,72.08381807941858,61.605435416166486
F,high intensity,72.87899158660203,59.099034846661034
F,control,73.20214787608484,68.7615584649309
F,moderate intensity,73.26867011597571,87.64591067893
F,high intensity,73.70026697076511,72.05554139598482
F,control,72.68076103996304,65.77322253154549
F,moderate intensity,71.629476576047,73.46518818269605
F,high intensity,73.38775014843362,61.254762193710924
F,control,72.39118295655162,51.58358377798909
F,moderate intensity,73.67945245799355,74.18263664263971
F,high intensity,73.65580282576143,67.30493046645763
F,control,72.77714339661142,66.13754580000908
F,moderate intensity,73.59215776648773,72.88632516136481
F,high intensity,72.04460523236091,67.72154813946929
F,control,73.39155784068618,53.424807487650014
F,moderate intensity,73.36147707334996,72.37901354427201
F,high intensity,73.68769787535243,66.9685801893564
F,control,73.03039053199376,55.832176283325936
F,moderate intensity,72.74430726323634,72.16934378632091
F,high intensity,72.00602006629438,56.60488909219184
F,control,71.76388925466924,64.95309879335761
F,moderate intensity,73.49924355688043,70.40784969747058
F,high intensity,72.84396146464859,61.80715785972921
F,control,73.27395415069982,70.96633557483241
F,moderate intensity,72.8479626796679,67.16139137159213
F,high intensity,73.06323710299581,61.830000725037664
F,control,72.29112673574717,68.60742835824696
F,moderate intensity,72.6099469245431,74.71322759743373
F,high intensity,72.83366004528283,56.542109388897146
F,control,72.70443940924196,54.00712660005286
F,moderate intensity,71.77555232618835,67.04770833576151
F,high intensity,71.98353652417214,62.61094773068495
F,control,72.04494571139769,64.69448437893499
F,moderate intensity,72.22593925183206,78.78856648676464
F,high intensity,75.00703930447432,68.99697729521951
F,control,70.13543572237722,60.94407808246948
F,moderate intensity,74.33808053924514,71.39696828738472
F,high intensity,72.8438518948044,62.8016923290913
F,control,73.37434933603255,52.02564456254001
F,moderate intensity,71.80109231257099,71.61260059037633
F,high intensity,72.70152683516135,60.1958037888496
F,control,73.01099835766432,73.63433722178468
F,moderate intensity,73.45792157565543,73.24850636496824
F,high intensity,73.87742960736601,58.17277015451221
F,control,73.38311162513203,66.02046199446696
F,moderate intensity,74.70791543476466,76.23713992711058
F,high intensity,72.84508949385841,62.24029104777934
F,control,71.5194457447982,56.66914576175673
F,moderate intensity,71.16930962398858,74.92095953032845
F,high intensity,72.92012265533752,68.77425306897835
F,control,70.25534934578728,59.22122060247482
F,moderate intensity,71.72185639128658,81.70523759678946
F,high intensity,72.96997909119465,64.51625321048708
F,control,74.0432610473199,56.825584306543064
F,moderate intensity,72.83902113207117,67.64954353546298
F,high intensity,70.55866225334087,73.8485580050112
F,control,72.71438020590735,60.546308621344856
F,moderate intensity,71.8285650841077,77.56948765435652
F,high intensity,73.3225050735617,68.62754166111796
F,control,72.92403952128217,66.1591597602303
F,moderate intensity,72.482886498435093,67.6746392656499
F,high intensity,72.81469652079946,60.66191422863397
F,control,73.72400861893888,69.91604179136768
F,moderate intensity,73.29044871854288,75.3445669388291
F,high intensity,72.48566909635208,53.034322080750314
F,control,72.08498497788705,53.94861444847807
F,moderate intensity,70.61980912998854,77.32411961687644
F,high intensity,72.53139472434948,64.36726250559701
F,control,72.96525586677335,68.34603476591413
F,moderate intensity,73.26848669185834,81.35886861918227
F,high intensity,73.75176843266273,58.171554525645135
F,control,73.00521042909969,51.67475085286358
F,moderate intensity,74.54206427619943,66.15046712071917
F,high intensity,73.20209092554052,56.964166175857656
F,control,73.76264137765303,58.685017374965234
F,moderate intensity,73.59665497042167,72.92953021279672
F,high intensity,72.68510950152078,63.195683827607766
F,control,73.07133491091028,69.1196810426053
F,moderate intensity,74.53000875871024,78.93443040457413
F,high intensity,72.68397900869626,68.31785413099078
F,control,71.64986850783572,58.38132891291843
F,moderate intensity,73.35816616593273,70.79238126884478
F,high intensity,72.04075666591046,64.09381953060279
F,control,72.53488246392146,54.77972646977397
F,moderate intensity,73.37481000391257,73.70614204755286
F,high intensity,73.49842130512641,52.231649040240754
F,control,74.0319738291701,64.42620236836913
F,moderate intensity,72.36370894768325,75.37537089624159
F,high intensity,73.87080840736888,58.36966019363189
F,control,73.22881673991348,61.85827125399293
F,moderate intensity,73.52195299159627,80.92121413912255
F,high intensity,71.79379332470896,63.66510419979858
F,control,72.14309052092197,60.92128555607426
F,moderate intensity,73.35181244970391,80.76575774003723
F,high intensity,72.65366406394266,69.81332052471025
F,control,72.14963597180972,67.57346319358405
F,moderate intensity,71.97326678171297,71.9443954966488
F,high intensity,71.23860734758094,58.130386008955654
F,control,72.43264647999537,63.13139955156791
F,moderate intensity,73.12339979792313,76.33707523506696
F,high intensity,72.92125182145746,66.69808525293182
F,control,73.00483464415778,64.52457710205351
F,moderate intensity,73.1849731183632,65.1028224881054
F,high intensity,72.67008662120854,52.05008433666556
F,control,71.71997048864785,69.29021752639726
F,moderate intensity,72.01902605267354,70.66209418254414
F,high intensity,71.9695279612375,62.24621572063459
F,control,72.4142620888141,59.2695407370812
F,moderate intensity,72.1210595591501,74.99788106637075
F,high intensity,72.14640481010747,63.77393715779184
F,control,75.15519890915112,66.69110417291837
F,moderate intensity,72.71652813250829,72.56862898993285
F,high intensity,72.43544921796918,60.345189144028765
F,control,72.96340773221979,60.63818246491505
F,moderate intensity,72.55062829028391,71.9173790587426
F,high intensity,71.21446667770768,61.86336442900759
F,control,71.41570588846632,64.1173336263859
F,moderate intensity,73.38719419358718,71.24049660249241
F,high intensity,73.39727184485778,62.62793041084211
F,control,72.93372078080728,57.243146026829066
F,moderate intensity,72.89891998351341,77.77130729955853
F,high intensity,73.76449951410967,56.67639741697798
F,control,74.35371258486032,66.70351328446671
F,moderate intensity,72.90502371115649,76.4264321964203
F,high intensity,72.35776562939252,64.02564223685619
F,control,73.2355914059801,50.81908214137392
F,moderate intensity,72.00261862101961,77.31211133633255
F,high intensity,72.56683296450929,66.13033797477766
F,control,75.81756131962678,71.89212727023852
F,moderate intensity,72.1948595891399,73.71651575034896
F,high intensity,72.78776187047222,67.09207533515239
F,control,73.321235990278,61.09659291475345
F,moderate intensity,71.6583536026017,78.13550819986212
F,high intensity,73.70952893907074,65.41068912300896
F,control,73.01551593492418,52.350259019864936
F,moderate intensity,71.66241990003567,75.6855099803097
F,high intensity,72.91126801869122,63.49449327967711
F,control,72.97227341784719,64.65760306149184
F,moderate intensity,72.2825936749254,64.81191584947952
F,high intensity,75.07201588409173,59.84501165688731
F,control,73.231634796736,68.33484489637739
F,moderate intensity,72.78208445005535,76.96077565104471
F,high intensity,72.77106856365826,62.90785063798235
F,control,71.17865818310617,65.10183305861989
F,moderate intensity,71.87837100344798,69.54594476545184
F,high intensity,72.74543714273553,52.20700073334197
F,control,72.50246798604907,58.51587045388294
F,moderate intensity,72.84067815199765,69.7152054726561
F,high intensity,73.95238901854296,72.41267884562035
F,control,73.47697993894558,73.03819950036693
F,moderate intensity,73.33846710720226,74.3588840805662
F,high intensity,73.96136914670211,70.70120579325554
F,control,73.92116631528194,70.82002826785138
F,moderate intensity,74.48221606887432,67.67918504023828
F,high intensity,72.09380004237343,64.41261229606077
F,control,73.44310092825582,58.37900728687018
F,moderate intensity,73.18079770282968,71.34443690640556
F,high intensity,72.25873151940843,53.07767247926583
F,control,72.79312447144622,65.75933746211338
F,moderate intensity,71.64741044855323,65.43749996739115
F,high intensity,73.67734032202645,72.85688093819734
F,control,71.8490414316697,62.650871078800286
F,moderate intensity,73.418015308148,83.40885835355434
F,high intensity,71.05720289783564,64.60595111217374
F,control,73.97325588528223,61.30656232362841
F,moderate intensity,73.41437349760443,74.69290330396848
F,high intensity,71.16867960717019,76.58460726899169
F,control,73.26523235672731,66.50243857689604
F,moderate intensity,72.21678275052038,67.00763616820032
F,high intensity,73.79665221869561,61.007356368701586
F,control,73.06345390742666,61.30828272932087
F,moderate intensity,73.76677537761087,68.97055397468534
F,high intensity,71.02767460934861,55.24221006502385
F,control,73.70882314184117,61.45236702401931
F,moderate intensity,71.20412913309944,68.23154735716858
F,high intensity,71.66977570657494,72.89768849263248
F,control,74.66558911007259,66.57405865327063
F,moderate intensity,72.27172980023798,76.62055533277692
F,high intensity,72.12570578502655,57.75617619275512
F,control,72.70905850492485,70.27370599308597
F,moderate intensity,72.34279004175264,78.48793364051522
F,high intensity,72.07400447049244,61.941875429959545
F,control,72.88428455571467,57.5676642558885
F,moderate intensity,71.59270826234659,65.49798134583227
F,high intensity,71.74755644821971,64.32671044563133
F,control,72.15752302660745,61.015149869475735
F,moderate intensity,73.60228995783973,72.37460757070566
F,high intensity,73.721405931496,55.36071790671928
F,control,71.55511542267588,60.69539761718704
F,moderate intensity,72.60466525628628,75.82109455444319
F,high intensity,71.56694644167833,68.80129542066851
F,control,71.68651669903645,64.17547947582418
F,moderate intensity,71.58805883065912,70.40450172407733
F,high intensity,72.24238070771028,65.90105665854178
F,control,71.69950611511553,65.01580902138514
F,moderate intensity,73.80699994586115,77.24531260883127
F,high intensity,73.56432627804752,61.98231147749939
F,control,71.57341935121306,59.88900467415282
F,moderate intensity,72.23686800684206,75.55537302387962
F,high intensity,73.46012642951462,60.21172383108172
F,control,72.20047056927167,58.11244483467393
F,moderate intensity,72.51211550086957,75.5207766360045
F,high intensity,74.98777886703269,71.19423802781668
F,control,71.87725173044937,58.90271186892933
F,moderate intensity,73.42837861867072,81.1589707643204
F,high intensity,73.29439601488626,51.8121683035453
F,control,71.9131378327305,58.70706964672898
F,moderate intensity,72.7435240641872,76.7521609579866
F,high intensity,72.60271381374834,66.46167025742847
F,control,72.94150179561,63.76545361166626
F,moderate intensity,71.5064258111129,75.81661531225137
F,high intensity,73.00067705802246,62.827594724478985
F,control,72.72041569199376,69.39329135409193
F,moderate intensity,73.25520669640107,72.4892284584211
F,high intensity,72.58750659711907,58.95532182718038
F,control,73.20579220349778,69.70931595082031
F,moderate intensity,72.12392594697116,70.17690434621635
F,high intensity,72.96122392151383,64.68368917582019
F,control,72.61618016684838,63.53789002342178
F,moderate intensity,72.74197620309111,78.79538877832752
F,high intensity,72.93369581290457,63.75400840217569
F,control,72.35566134819757,56.46029306311564
F,moderate intensity,71.71675313336118,76.10723651064467
F,high intensity,73.22934893640625,65.88228876663993
F,control,72.56542710178292,59.99120106266721
F,moderate intensity,73.48435811614996,64.03688343563051
F,high intensity,73.05617582624298,57.975375554240124
F,control,73.47060534031897,56.66667109236552
F,moderate intensity,72.73018784753084,75.80694237377624
F,high intensity,71.84209922332722,54.91991922465705
F,control,73.56396897183926,66.83195791983964
F,moderate intensity,73.46692700101877,69.40034024792544
F,high intensity,74.24751803106642,68.25521607095354
F,control,71.15265226451828,62.87316597163902
F,moderate intensity,72.52340029898639,73.6478358088027
F,high intensity,74.36084643397541,57.31122511895331
F,control,71.64904270182419,68.35947241664954
F,moderate intensity,74.5259335187963,68.80280580166999
F,high intensity,72.32114555423352,66.19161861326626
F,control,73.3849934883037,67.58077721708915
F,moderate intensity,73.4828297445571,76.22675554553842
F,high intensity,71.40068556869845,59.15787424962624
F,control,72.80404680233315,63.13398914981283
F,moderate intensity,71.10620861618544,68.92900020183414
F,high intensity,71.91551256650686,59.84111953032474
F,control,74.24590542717718,59.36433815858882
F,moderate intensity,72.0077635483262,74.26479042463187
F,high intensity,74.36416004445388,61.46159449876277
F,control,72.14821537379066,68.70010531671998
F,moderate intensity,72.64099150534138,68.07153805173945
F,high intensity,70.22188052300795,71.62693257581523
F,control,70.84342946138244,55.87894302453562
F,moderate intensity,73.32025132496216,78.44658115052533
F,high intensity,72.91247544421142,61.213388632666906
F,control,73.5948076916294,56.08799091618232
F,moderate intensity,74.03946752047739,76.68659069747298
F,high intensity,73.13344506658058,65.79520276314236
F,control,72.14223800723715,67.83315896454496
F,moderate intensity,72.26994608951996,65.21024102519544
F,high intensity,71.78489566438144,63.51688616184439
F,control,71.276058154591,62.88479664335658
F,moderate intensity,74.04045103423528,69.8573995884638
F,high intensity,74.82958346502717,55.718550582444855
F,control,72.96701113784063,55.999891347064406
F,moderate intensity,72.29715525061809,72.4789457107398
F,high intensity,71.03022482142424,58.260502140645094
